Site,Location,Session,MSE,PSNR,NMI,SSIM,SoftwareVersion,Temperature
137-0003,Caliber,2023-10-24 19_47_52,0.0026893833801362,32.99586889469532,1.456753558783501,0.9840620041131036,8.6.0,24.0
137-0003,Caliber,2023-10-30 14_32_50,0.0028532346852022,33.64942187990591,1.4634961604695589,0.982588995612325,8.6.0,20.0
137-0003,Caliber,2023-10-30 14_32_50,0.0028532346852022,33.64942187990591,1.4634961604695589,0.982588995612325,8.6.0,20.0
137-0003,Caliber,2023-10-31 15_05_17,0.0027242606786675,33.895577848221954,1.4674016529758844,0.983711476018394,8.6.0,20.0
137-0003,Caliber,2023-10-31 15_05_17,0.0027242606786675,33.895577848221954,1.4674016529758844,0.983711476018394,8.6.0,20.0
137-0003,Caliber,2023-11-01 14_42_34,0.0026829740171263,33.95561012181992,1.468302966206236,0.98417827071833,8.6.0,20.0
137-0003,Caliber,2023-11-01 14_42_34,0.0026829740171263,33.95561012181992,1.468302966206236,0.98417827071833,8.6.0,20.0
137-0003,Caliber,2023-11-02 15_21_14,0.0026328050770957,33.91257130408766,1.4681366805136828,0.9846032904619356,8.6.0,22.0
137-0003,Caliber,2023-11-02 15_21_14,0.0026328050770957,33.91257130408766,1.4681366805136828,0.9846032904619356,8.6.0,22.0
137-0003,Caliber,2023-11-06 16_47_46,0.002658921274049,33.27274746584168,1.4610488680166749,0.9844916359790729,8.6.0,22.0
137-0003,Caliber,2023-11-06 16_47_46,0.002658921274049,33.27274746584168,1.4610488680166749,0.9844916359790729,8.6.0,22.0
137-0003,Caliber,2024-02-27 14_34_05,0.0026530110077225,33.15836295654849,1.4591885350250635,0.9844642841164812,8.6.1,27.0
137-0003,Caliber,2024-02-27 14_34_05,0.0026530110077225,33.15836295654849,1.4591885350250635,0.9844642841164812,8.6.1,27.0
137-0003,Caliber,2024-02-26 19_19_14,0.0026869853685171,33.246934238444375,1.46015179512185,0.9842344560625236,8.6.1,27.0
137-0003,Caliber,2024-02-26 19_19_14,0.0026869853685171,33.246934238444375,1.46015179512185,0.9842344560625236,8.6.1,27.0
137-0003,Caliber,2024-02-28 14_47_38,0.002858846013926,33.14123813390218,1.4567365499290097,0.9831621270995377,8.6.1,27.0
137-0003,Caliber,2024-02-28 14_47_38,0.002858846013926,33.14123813390218,1.4567365499290097,0.9831621270995377,8.6.1,27.0
137-0023,Baragwanatha,2023-09-13 10_58_02,0.0027966406622721,33.25894591143276,1.4615036262398748,0.9795132398628268,rc8.6.0,
137-0023,Baragwanatha,2023-09-13 10_58_02,0.0027969173046488,33.25851633062406,1.4615073661315308,0.9795107701941748,rc8.6.0,
137-0023,Baragwanatha,2024-03-20 15_46_16,0.0024589589108857,32.998837343706256,1.4620845245789544,0.9815834260580286,rc8.6.0,27.0
137-0023,Baragwanatha,2024-03-20 15_46_16,0.0024590036297103,32.99875836328048,1.4621061117991203,0.9815854085284496,rc8.6.0,27.0
137-0023,Baragwanatha,2024-03-21 10_32_19,0.00234109173125,33.52902755737891,1.4702054805301894,0.9824071976633182,rc8.6.0,27.0
137-0023,Baragwanatha,2024-03-21 10_32_19,0.002341555645385,33.528167038388965,1.4702043662347788,0.9824044406818933,rc8.6.0,27.0
137-0023,Baragwanatha,2024-03-19 15_27_41,0.0025365785669756,33.35974212557777,1.4659792551726765,0.9811718806963768,rc8.6.0,27.0
137-0023,Baragwanatha,2024-03-19 15_27_41,0.0025366800752021,33.359568334073145,1.4659629410262918,0.9811738773028592,rc8.6.0,27.0
137-0027,Bangladesh,2024-03-05 09_22_47,0.0042920170798239,30.48882427061904,1.4180195816853316,0.9677532647191422,8.6.1,
137-0027,Bangladesh,2024-03-05 09_22_47,0.0042920170798239,30.48882427061904,1.4180195816853316,0.9677532647191422,8.6.1,
137-0027,Bangladesh,2024-03-05 09_22_47,0.0042920170798239,30.48882427061904,1.4180195816853316,0.9677532647191422,8.6.1,
137-0027,Bangladesh,2024-03-04 09_53_13,0.0043168204291868,30.79152858754108,1.4223673893674451,0.969192126406404,8.6.1,
137-0027,Bangladesh,2024-03-04 09_53_13,0.0043168204291868,30.79152858754108,1.4223673893674451,0.969192126406404,8.6.1,
137-0027,Bangladesh,2024-03-04 09_53_13,0.0043168204291868,30.79152858754108,1.4223673893674451,0.969192126406404,8.6.1,
137-0027,Bangladesh,2024-03-06 13_25_26,0.0042468523521657,30.6303697037157,1.4205487675243194,0.9687767629735592,8.6.1,
137-0027,Bangladesh,2024-03-06 13_25_26,0.0042468523521657,30.6303697037157,1.4205487675243194,0.9687767629735592,8.6.1,
137-0027,Bangladesh,2024-03-06 13_25_26,0.0042468523521657,30.6303697037157,1.4205487675243194,0.9687767629735592,8.6.1,
137-0027,Bangladesh,2024-03-07 09_22_15,0.0043833856440847,30.28408780461557,1.4171961351458284,0.9679136598318948,8.6.1,
137-0027,Bangladesh,2024-03-07 09_22_15,0.0043833856440847,30.28408780461557,1.4171961351458284,0.9679136598318948,8.6.1,
137-0027,Bangladesh,2024-03-07 09_22_15,0.0043833856440847,30.28408780461557,1.4171961351458284,0.9679136598318948,8.6.1,
137-0027,Bangladesh,2024-03-11 09_29_01,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,8.6.1,
137-0027,Bangladesh,2024-03-11 09_29_01,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,8.6.1,
137-0027,Bangladesh,2024-03-11 09_29_01,0.004318960994378,30.4647129556268,1.4178189529264145,0.9681454139615124,8.6.1,
137-0027,Bangladesh,2024-03-13 10_10_45,0.0040270484226914,30.65515211910405,1.4223786977940096,0.9706841380282684,8.6.1,
137-0027,Bangladesh,2024-03-13 10_10_45,0.0040270484226914,30.65515211910405,1.4223786977940096,0.9706841380282684,8.6.1,
137-0027,Bangladesh,2024-03-13 10_10_45,0.0040270484226914,30.65515211910405,1.4223786977940096,0.9706841380282684,8.6.1,
137-0027,Bangladesh,2023-11-07 11_36_43,0.0062260851166193,29.084122370481925,1.3934064796511598,0.9547318770634616,8.6.1,25.0
137-0027,Bangladesh,2023-11-07 11_36_43,0.0062260851166193,29.084122370481925,1.3934064796511598,0.9547318770634616,8.6.1,25.0
137-0027,Bangladesh,2023-11-07 11_36_43,0.0062260851166193,29.084122370481925,1.3934064796511598,0.9547318770634616,8.6.1,25.0
137-0027,Bangladesh,2024-03-20 14_10_45,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,8.6.1,
137-0027,Bangladesh,2024-03-20 14_10_45,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,8.6.1,
137-0027,Bangladesh,2024-03-20 14_10_45,0.0045472894393994,30.557870882282696,1.417896603245446,0.967161558259838,8.6.1,
137-0027,Bangladesh,2024-03-21 13_30_21,0.0041892250515078,30.4095881039342,1.4189776133325966,0.9686754636414476,8.6.1,
137-0027,Bangladesh,2024-03-21 13_30_21,0.0041892250515078,30.4095881039342,1.4189776133325966,0.9686754636414476,8.6.1,
137-0027,Bangladesh,2024-03-21 13_30_21,0.0041892250515078,30.4095881039342,1.4189776133325966,0.9686754636414476,8.6.1,
137-0027,Bangladesh,2024-03-25 09_15_22,0.0040679979227698,30.631386885941737,1.4218313248607155,0.971593551163698,8.6.1,
137-0027,Bangladesh,2024-03-25 09_15_22,0.0040679979227698,30.631386885941737,1.4218313248607155,0.971593551163698,8.6.1,
137-0027,Bangladesh,2024-03-25 09_15_22,0.0040679979227698,30.631386885941737,1.4218313248607155,0.971593551163698,8.6.1,
137-0027,Bangladesh,2023-10-12 16_10_14,0.0054254196427561,29.45694875868548,1.402316820027049,0.9620032089866596,8.6.1,
137-0027,Bangladesh,2023-10-12 16_10_14,0.0054254196427561,29.45694875868548,1.402316820027049,0.9620032089866596,8.6.1,
137-0027,Bangladesh,2023-10-12 16_10_14,0.0054254196427561,29.45694875868548,1.402316820027049,0.9620032089866596,8.6.1,
137-0027,Bangladesh,2024-04-01 09_14_15,0.005218788476317,29.84283986159189,1.406456381484667,0.9613167491196856,8.6.1,
137-0027,Bangladesh,2024-04-01 09_14_15,0.005218788476317,29.84283986159189,1.406456381484667,0.9613167491196856,8.6.1,
137-0027,Bangladesh,2024-04-01 09_14_15,0.005218788476317,29.84283986159189,1.406456381484667,0.9613167491196856,8.6.1,
137-0027,Bangladesh,2024-04-03 09_04_47,0.0041692040366973,30.608611223301683,1.4206282241666734,0.9700172359964052,8.6.1,
137-0027,Bangladesh,2024-04-03 09_04_47,0.0041692040366973,30.608611223301683,1.4206282241666734,0.9700172359964052,8.6.1,
137-0027,Bangladesh,2024-04-03 09_04_47,0.0041692040366973,30.608611223301683,1.4206282241666734,0.9700172359964052,8.6.1,
137-0027,Bangladesh,2024-04-08 10_09_08,0.0043357298564802,29.85188073659604,1.411327169164478,0.9681423711340916,8.6.1,
137-0027,Bangladesh,2024-04-08 10_09_08,0.0043357298564802,29.85188073659604,1.411327169164478,0.9681423711340916,8.6.1,
137-0027,Bangladesh,2024-04-08 10_09_08,0.0043357298564802,29.85188073659604,1.411327169164478,0.9681423711340916,8.6.1,
137-0027,Bangladesh,2024-04-15 10_59_11,0.004410680348737,30.434850533552563,1.4166775859080285,0.9676245582281878,8.6.1,
137-0027,Bangladesh,2024-04-15 10_59_11,0.004410680348737,30.434850533552563,1.4166775859080285,0.9676245582281878,8.6.1,
137-0027,Bangladesh,2024-04-15 10_59_11,0.004410680348737,30.434850533552563,1.4166775859080285,0.9676245582281878,8.6.1,
137-0027,Bangladesh,2024-04-17 09_14_27,0.0046382437459168,30.303741812612508,1.4143788142069589,0.9654919461301632,8.6.1,
137-0027,Bangladesh,2024-04-17 09_14_27,0.0046382437459168,30.303741812612508,1.4143788142069589,0.9654919461301632,8.6.1,
137-0027,Bangladesh,2024-04-17 09_14_27,0.0046382437459168,30.303741812612508,1.4143788142069589,0.9654919461301632,8.6.1,
137-0027,Bangladesh,2024-04-22 09_13_47,0.0030074011558764,32.32015526323228,1.449649765607161,0.975147770169713,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-04-22 09_13_47,0.0030074011558764,32.32015526323228,1.449649765607161,0.975147770169713,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-04-22 09_13_47,0.0030074011558764,32.32015526323228,1.449649765607161,0.975147770169713,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-09 10_26_05,0.0028814623492815,32.76094956900584,1.456270464623585,0.9740191868019296,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-09 10_26_05,0.0028814623492815,32.76094956900584,1.456270464623585,0.9740191868019296,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-09 10_26_05,0.0028814623492815,32.76094956900584,1.456270464623585,0.9740191868019296,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-13 08_51_35,0.0029302297183595,32.66410385552176,1.4544555722451766,0.9757284341253658,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-13 08_51_35,0.0029302297183595,32.66410385552176,1.4544555722451766,0.9757284341253658,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-05-13 08_51_35,0.0029302297183595,32.66410385552176,1.4544555722451766,0.9757284341253658,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-04-30 13_28_43,0.0030406685700384,32.58949667742477,1.4519877254514435,0.9743296503242098,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-04-30 13_28_43,0.0030406685700384,32.58949667742477,1.4519877254514435,0.9743296503242098,rc8.8.0_Beta1,
137-0027,Bangladesh,2024-04-30 13_28_43,0.0030406685700384,32.58949667742477,1.4519877254514435,0.9743296503242098,rc8.8.0_Beta1,
